PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Other,47.56774,1.0,1,NonResidential,CSC 2,26233,Greater duwamish,0,58.79,36000,36000,3646053.75,1.0,-122.33288999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,66
Low-Rise Multifamily,47.61983,3.0,1,Multifamily LR (1-4),CSC 3,26053,East,0,29.22,24650,24650,969682.8125,1.0,-122.32433999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,93
Low-Rise Multifamily,47.6186,3.0,1,Multifamily LR (1-4),CSC 3,26056,East,0,60.08,30040,30040,1400962.25,1.0,-122.32513999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,102
Low-Rise Multifamily,47.62175,3.0,1,Multifamily LR (1-4),CSC 3,26061,East,0,5.45,36885,36885,782483.125,1.0,-122.32376000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26
Mid-Rise Multifamily,47.62276,5.0,1,Multifamily MR (5-9),CSC 3,26064,East,0,5.74,49649,49649,823346.0,1.0,-122.32378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16
Low-Rise Multifamily,47.618,3.0,1,Multifamily LR (1-4),CSC 3,26075,East,0,6.45,28094,28094,924963.875,1.0,-122.32558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,61
Low-Rise Multifamily,47.61827,4.0,1,Multifamily LR (1-4),CSC 3,26076,East,0,48.16,22795,22795,1083467.125,1.0,-122.32359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,89
Mid-Rise Multifamily,47.62245,7.0,1,Multifamily MR (5-9),CSC 7,26080,Lake union,0,35.36,289076,289076,4545148.0,1.0,-122.33146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Low-Rise Multifamily,47.71539,3.0,1,Multifamily LR (1-4),CSC 5,26089,Northwest,0,5.0,32962,32962,717197.8125,1.0,-122.35508999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29
Low-Rise Multifamily,47.71298,3.0,1,Multifamily LR (1-4),CSC 5,26095,Northwest,0,4.09,21996,21996,586827.5,1.0,-122.35517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,47
K-12 School,47.71387,2.0,1,NonResidential,CSC 5,26098,Northwest,0,55.06,23222,23222,1219863.125,1.0,-122.3535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,78
Low-Rise Multifamily,47.719190000000005,3.0,1,Multifamily LR (1-4),CSC 5,26100,Northwest,0,8.82,63590,63590,1265657.25,1.0,-122.35508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21
Low-Rise Multifamily,47.70455,3.0,1,Multifamily LR (1-4),CSC 5,26106,Northwest,0,6.41,23346,23346,919048.6875,1.0,-122.34681,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30
Mixed Use Property,47.614259999999994,2.0,1,NonResidential,CSC 3,26115,East,0,91.69,24476,24476,2662054.25,1.0,-122.3253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,92
Retail Store,47.613859999999995,2.0,1,NonResidential,CSC 3,26119,East,0,28.07,24750,24750,782343.8125,0.0,-122.32481000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,106
Low-Rise Multifamily,47.61316,3.0,1,Multifamily LR (1-4),CSC 3,26121,East,0,27.71,27792,27792,941366.5,1.0,-122.32468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,92
Mid-Rise Multifamily,47.61338,5.0,1,Multifamily MR (5-9),CSC 3,26123,East,0,80.06,23600,23600,1815371.25,1.0,-122.32518999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,108
K-12 School,47.61339,3.0,1,NonResidential,CSC 3,26125,East,0,121.63,60000,60000,3625407.5,1.0,-122.32593999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,112
Other,47.61449,2.0,1,NonResidential,CSC 3,26126,East,0,17.31,46560,46560,690557.6875,1.0,-122.32592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,62
Low-Rise Multifamily,47.6161,4.0,1,Multifamily LR (1-4),CSC 3,26127,East,0,4.76,35138,35138,682249.625,1.0,-122.32591000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,52
Low-Rise Multifamily,47.6176,3.0,1,Multifamily LR (1-4),CSC 3,26129,East,0,59.18,20340,20340,1335007.875,1.0,-122.32592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,100
Mid-Rise Multifamily,47.617329999999995,5.0,1,Multifamily MR (5-9),CSC 3,26130,East,0,105.99,46527,46527,2676594.75,1.0,-122.32601000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,56
Low-Rise Multifamily,47.61654,3.0,1,Multifamily LR (1-4),CSC 3,26134,East,0,96.15,46274,46274,2164129.75,1.0,-122.32592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,92
Low-Rise Multifamily,47.63434,4.0,1,Multifamily LR (1-4),CSC 7,26135,Magnolia / queen anne,0,32.02,31008,31008,1207869.875,1.0,-122.3414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39
Mid-Rise Multifamily,47.6401,5.0,1,Multifamily MR (5-9),CSC 4,26138,Lake union,0,10.01,53862,53862,1435558.125,1.0,-122.33003000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,48
Other,47.63303,3.0,1,NonResidential,CSC 7,26139,Magnolia / queen anne,0,10.04,30408,30408,1440554.25,1.0,-122.34268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36
Mixed Use Property,47.63315,6.0,1,Multifamily MR (5-9),CSC 7,26140,Magnolia / queen anne,0,9.49,33978,33978,801645.875,1.0,-122.34147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21
Mid-Rise Multifamily,47.63342,8.0,1,Multifamily MR (5-9),CSC 7,26141,Magnolia / queen anne,20271,55.63,66204,45933,2217046.0,1.0,-122.3414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9
Mid-Rise Multifamily,47.63361,5.0,1,Multifamily MR (5-9),CSC 7,26143,Magnolia / queen anne,0,3.91,31266,31266,560823.625,1.0,-122.34193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18
Office,47.63439,3.0,1,NonResidential,CSC 7,26146,Magnolia / queen anne,0,34.03,30109,30109,1465795.75,1.0,-122.34078000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,96
Low-Rise Multifamily,47.650929999999995,4.0,1,Multifamily LR (1-4),CSC 4,26147,Lake union,0,4.15,27480,27480,594611.875,1.0,-122.34555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36
Low-Rise Multifamily,47.6864,3.0,1,Multifamily LR (1-4),CSC 6,26152,Northwest,0,68.89,24920,24920,1466382.25,1.0,-122.33985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,69
Office,47.63985,2.0,1,NonResidential,CSC 7,26154,Magnolia / queen anne,0,38.59,25481,25481,917100.3125,1.0,-122.36712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,56
Senior Care Community,47.53515,1.0,1,NonResidential,CSC 2,26157,Southeast,0,717.93,141297,141297,19423344.0,1.0,-122.26556000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,49
High-Rise Multifamily,47.605509999999995,22.0,1,Multifamily HR (10+),CSC 7,26159,Downtown,0,52.0,195788,195788,7459418.0,1.0,-122.33746000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33
Low-Rise Multifamily,47.619409999999995,4.0,1,Multifamily LR (1-4),CSC 3,26163,East,0,7.56,29421,29421,968448.1875,1.0,-122.31303999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
Mid-Rise Multifamily,47.626020000000004,6.0,1,Multifamily MR (5-9),CSC 7,26164,Magnolia / queen anne,0,51.24,48600,48600,1822435.25,1.0,-122.3567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19
Mid-Rise Multifamily,47.626509999999996,5.0,1,Multifamily MR (5-9),CSC 7,26166,Magnolia / queen anne,0,56.18,29803,29803,1396691.875,1.0,-122.34795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25
Low-Rise Multifamily,47.67385,3.0,1,Multifamily LR (1-4),CSC 4,26174,Northeast,0,8.53,40894,40894,1222949.25,1.0,-122.26521000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31
Mid-Rise Multifamily,47.68704,5.0,1,Multifamily MR (5-9),CSC 6,26176,Northwest,0,6.9,35843,35843,779503.625,1.0,-122.33998000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
Low-Rise Multifamily,47.67447,3.0,1,Multifamily LR (1-4),CSC 4,26177,Northeast,0,8.48,47419,47419,1216545.75,1.0,-122.26388999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35
Mid-Rise Multifamily,47.62235,7.0,1,Multifamily MR (5-9),CSC 7,26182,Lake union,0,84.01,88450,88450,6582088.5,3.0,-122.33073999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Office,47.62298,2.0,1,NonResidential,CSC 7,26183,Lake union,0,35.99,27788,27788,2119806.25,1.0,-122.33081999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,104
Low-Rise Multifamily,47.711220000000004,3.0,1,Multifamily LR (1-4),CSC 5,26243,North,0,25.11,102298,102298,2616816.75,1.0,-122.32766000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37
Mid-Rise Multifamily,47.62025,6.0,1,Multifamily MR (5-9),CSC 7,26188,Lake union,0,160.79,524720,524720,6411570.5,2.0,-122.33129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10
Low-Rise Multifamily,47.62182,4.0,1,Multifamily LR (1-4),CSC 3,26190,East,0,117.47,43096,43096,2563933.25,1.0,-122.32028000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,88
Low-Rise Multifamily,47.62215,4.0,1,Multifamily LR (1-4),CSC 3,26195,East,0,4.79,23242,23242,686789.875,1.0,-122.32023000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,102
Mid-Rise Multifamily,47.624590000000005,8.0,1,Multifamily MR (5-9),CSC 3,26198,East,0,43.9,49256,49256,1775372.25,1.0,-122.32175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,48
Low-Rise Multifamily,47.62165,3.0,1,Multifamily LR (1-4),CSC 3,26204,East,0,25.37,33736,33736,1187540.25,1.0,-122.32247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,110
Low-Rise Multifamily,47.62408,4.0,1,Multifamily LR (1-4),CSC 3,26210,East,0,4.6,30240,30240,659176.1875,1.0,-122.32231000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,51
Low-Rise Multifamily,47.623329999999996,3.0,1,Multifamily LR (1-4),CSC 3,26211,East,0,20.5,25958,25958,748335.3125,1.0,-122.32228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,90
Low-Rise Multifamily,47.64779,4.0,1,Multifamily LR (1-4),CSC 4,26217,Lake union,0,90.53,55372,55372,2298815.75,1.0,-122.33352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23
Hotel,47.729,4.0,1,NonResidential,CSC 5,26218,Northwest,8584,58.52,41704,33120,1943899.25,1.0,-122.34473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26
Low-Rise Multifamily,47.62948,3.0,1,Multifamily LR (1-4),CSC 7,26227,Magnolia / queen anne,0,58.24,25380,25380,1270582.125,1.0,-122.36881000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86
Low-Rise Multifamily,47.65383,3.0,1,Multifamily LR (1-4),CSC 7,26232,Magnolia / queen anne,0,7.23,39967,39967,1037555.125,1.0,-122.3706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,51
Warehouse,47.566829999999996,2.0,1,NonResidential,CSC 2,26235,Greater duwamish,0,22.33,22324,22324,588856.125,1.0,-122.33358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,75
Other,47.5661,2.0,1,NonResidential,CSC 2,26236,Greater duwamish,0,39.65,31360,31360,1725108.25,1.0,-122.33358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,70
Mixed Use Property,47.56555,1.0,1,NonResidential,CSC 2,26237,Greater duwamish,0,46.01,30496,30496,1992158.25,1.0,-122.33362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,69
Low-Rise Multifamily,47.6975,4.0,1,Multifamily LR (1-4),CSC 5,26240,North,0,111.34,99893,99893,3773034.0,1.0,-122.32761,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37
Low-Rise Multifamily,47.70548,4.0,1,Multifamily LR (1-4),CSC 5,26241,North,0,144.3,140594,140594,3484718.25,1.0,-122.32111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32
Low-Rise Multifamily,47.613170000000004,3.0,1,Multifamily LR (1-4),CSC 3,26246,East,0,59.76,67304,67304,2024367.75,1.0,-122.32423999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,91
Senior Care Community,47.69413,4.0,1,Multifamily LR (1-4),CSC 5,26249,North,11102,90.17,99941,88839,4233753.0,1.0,-122.30592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11
Low-Rise Multifamily,47.61618,3.0,1,Multifamily LR (1-4),CSC 3,26252,East,0,48.95,22800,22800,1131770.625,1.0,-122.32376000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,109
Office,47.61545,3.0,1,NonResidential,CSC 3,26254,East,0,12.57,27600,27600,1072151.375,1.0,-122.3238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,94
Low-Rise Multifamily,47.61724,3.0,1,Multifamily LR (1-4),CSC 3,26257,East,0,4.13,26684,26684,592999.1875,1.0,-122.3239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,109
Mid-Rise Multifamily,47.61745,6.0,1,Multifamily MR (5-9),CSC 3,26261,East,0,166.43,72576,72576,3694541.25,1.0,-122.32431000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,93
Mid-Rise Multifamily,47.61759,6.0,1,Multifamily MR (5-9),CSC 3,26262,East,0,119.99,33279,33279,2621041.0,1.0,-122.32478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90
Mid-Rise Multifamily,47.61656,8.0,1,Multifamily MR (5-9),CSC 3,26267,East,0,37.84,57504,57504,1735538.25,1.0,-122.32472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91
Low-Rise Multifamily,47.6167,3.0,1,Multifamily LR (1-4),CSC 3,26269,East,0,72.86,25536,25536,1732954.25,1.0,-122.32536999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,110
Low-Rise Multifamily,47.629220000000004,4.0,1,Multifamily LR (1-4),CSC 7,26281,Magnolia / queen anne,0,6.38,30720,30720,915286.1875,1.0,-122.34528999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27
Low-Rise Multifamily,47.64038,4.0,1,Multifamily LR (1-4),CSC 7,26282,Magnolia / queen anne,0,5.68,44832,44832,815115.5,1.0,-122.34581000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29
Low-Rise Multifamily,47.65339,4.0,1,Multifamily LR (1-4),CSC 7,26283,Magnolia / queen anne,0,9.65,78120,78120,1384685.0,1.0,-122.39102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48
Senior Care Community,47.66312,2.0,1,NonResidential,CSC 6,26289,Northwest,0,203.21,55974,55974,6135173.0,1.0,-122.35311000000002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55
Low-Rise Multifamily,47.66476,3.0,1,Multifamily LR (1-4),CSC 6,26305,Northwest,0,5.63,28256,28256,576038.1875,1.0,-122.34976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100
Low-Rise Multifamily,47.66448,4.0,1,Multifamily LR (1-4),CSC 4,26313,Northwest,0,4.32,39235,39235,620104.0,1.0,-122.34700000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15
Low-Rise Multifamily,47.63991,3.0,1,Multifamily LR (1-4),CSC 3,26321,East,0,13.95,59502,59502,2001643.75,1.0,-122.27578000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,48
Senior Care Community,47.70883,1.0,1,NonResidential,CSC 5,26324,North,0,70.92,22583,22583,1981360.0,1.0,-122.28886999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,62
Low-Rise Multifamily,47.70857,3.0,1,Multifamily LR (1-4),CSC 5,26325,North,0,4.78,21712,21712,685310.875,1.0,-122.29048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,38
